name	kind	file	line	compartment	status	tags	signature
class_ii_rawContact_x0_bounded	theorem	lean/class_ii_affine_shells.lean	774	affine-catalogue+graph+window	lean-declaration	affine,contact,cubic,shell,window	theorem class_ii_rawContact_x0_bounded (node : ClassIINode) (a beta : ℝ) (ha : 2 ≤ a) (hbeta : 0 < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) (hx1lo : -2 ≤ node.x1) (hx1hi : node.x1 ≤ 2) (hx2lo : -1 ≤ node.x2) (hx2hi : node.x2 ≤ 1) (hright : node.right = 0 ∨ node.right = 1 ∨ node.right = 2) (hwindow : InRestrictedH node beta (a + 1 / beta)) : -2 ≤ node.x0 ∧ node.x0 ≤ 2 := by
class_ii_dCont_face_candidate_valid_iff	theorem	lean/class_ii_affine_shells.lean	809	affine-catalogue+window+number-theory	lean-declaration	affine,cubic,shell,valid	theorem class_ii_dCont_face_candidate_valid_iff (kind : DContFaceCandidateKind) (a beta : ℝ) (ha : 2 ≤ a) (hbeta : 0 < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : InRestrictedH (dContFaceCandidateNode kind) beta (a + 1 / beta) ↔ dContFaceCandidateAccepted kind = true := by
class_ii_shell_endpoint_valid	theorem	lean/class_ii_affine_shells.lean	838	affine-catalogue+window+number-theory	lean-declaration	affine,cubic,shell,strip,valid	theorem class_ii_shell_endpoint_valid (kind : ShellKind) (a q : Int) (beta : ℝ) (ha : 2 ≤ a) (hq4 : 4 ≤ q) (hqa : q < a) (hbeta : 0 < beta) (hbeta_a : (a : ℝ) < beta) (hcubic : beta^3 = (a : ℝ) * beta^2 + ((a : ℝ) + 1) * beta + 1) : InOpenSignedStrip (shellNode kind q) beta ((a : ℝ) + 1 / beta) := by
shellNode_injective_at_round	theorem	lean/class_ii_affine_shells.lean	875	affine-catalogue	lean-declaration	affine,round,shell	theorem shellNode_injective_at_round {q : Int} (hq : 4 ≤ q) : Function.Injective (fun kind => shellNode kind q) := by
shellNode_round_eq	theorem	lean/class_ii_affine_shells.lean	884	affine-catalogue	lean-declaration	affine,round,shell	theorem shellNode_round_eq {q r : Int} (hq : 4 ≤ q) (hr : 4 ≤ r) {u v : ShellKind} (h : shellNode u q = shellNode v r) : q = r := by
class_ii_affine_shell_range_infinite	theorem	lean/class_ii_affine_shells.lean	895	affine-catalogue	lean-declaration	affine,shell	theorem class_ii_affine_shell_range_infinite : Set.Infinite (Set.range (fun n : Nat => shellNode .n00 (n + 4))) := by
for	theorem	lean/class_ii_balanced_pivot.lean	47	general	lean-declaration		theorem for a = 1.  The "only if" direction (a = 1 is the unique solution) is the open follow-up. -/
balanced_pivot_at_one	theorem	lean/class_ii_balanced_pivot.lean	68	window+number-theory	lean-declaration	cubic,ratio,width	theorem balanced_pivot_at_one (β : ℝ) (hβ : β > 1) (hcubic : ClassIICubic 1 β) : WidthRatio01 1 β = WidthRatio12 1 β := by
cubic_is_perfect_square_at_one	theorem	lean/class_ii_balanced_pivot.lean	85	number-theory	lean-declaration	cubic	theorem cubic_is_perfect_square_at_one (β : ℝ) (hcubic : ClassIICubic 1 β) : β^3 = (β + 1)^2 := by
ratios_equal_implies_cubic_perfect_square	theorem	lean/class_ii_balanced_pivot.lean	94	window+number-theory	lean-declaration	cubic,ratio,width	theorem ratios_equal_implies_cubic_perfect_square (a : ℤ) (β : ℝ) (ha : 1 ≤ a) (hβ : β > 1) (_hcubic : ClassIICubic (a : ℝ) β) (h_eq : WidthRatio01 (a : ℝ) β = WidthRatio12 (a : ℝ) β) : (β : ℝ)^3 = ((a : ℝ) * β + 1)^2 := by
balanced_pivot_iff_a_eq_one	theorem	lean/class_ii_balanced_pivot.lean	122	window+number-theory	lean-declaration	cubic,ratio,width	theorem balanced_pivot_iff_a_eq_one (a : ℤ) (β : ℝ) (ha : 1 ≤ a) (hβ : β > 1) (hcubic : ClassIICubic (a : ℝ) β) (h_eq : WidthRatio01 (a : ℝ) β = WidthRatio12 (a : ℝ) β) : a = 1 := by
deviation_identity	theorem	lean/class_ii_balanced_pivot.lean	214	window+number-theory	lean-declaration	cubic,ratio,width	theorem deviation_identity (a : ℤ) (β : ℝ) (ha : 1 ≤ a) (hβ : β > 1) (hcubic : ClassIICubic (a : ℝ) β) : WidthRatio01 (a : ℝ) β - WidthRatio12 (a : ℝ) β = 1 - (a : ℝ) := by
deviation_abs_eq_a_minus_one	theorem	lean/class_ii_balanced_pivot.lean	239	window+number-theory	lean-declaration	cubic,ratio,width	theorem deviation_abs_eq_a_minus_one (a : ℤ) (β : ℝ) (ha : 2 ≤ a) (hβ : β > 1) (hcubic : ClassIICubic (a : ℝ) β) : |WidthRatio01 (a : ℝ) β - WidthRatio12 (a : ℝ) β| = (a : ℝ) - 1 := by
class_ii_global_round_domains_exhaustive	theorem	lean/class_ii_global_round_partition.lean	43	affine-catalogue	lean-declaration	round	theorem class_ii_global_round_domains_exhaustive (a r : Int) (_ha : 7 ≤ a) (_hr0 : 1 ≤ r) (hr1 : r ≤ a + 1) : r ≤ 4 ∨ (5 ≤ r ∧ r ≤ a - 2) ∨ r = a - 1 ∨ r = a ∨ r = a + 1 := by
class_ii_global_round_phase_spec	theorem	lean/class_ii_global_round_partition.lean	53	affine-catalogue	lean-declaration	round,terminal	theorem class_ii_global_round_phase_spec (a r : Int) (ha : 7 ≤ a) (hr0 : 1 ≤ r) (hr1 : r ≤ a + 1) : (classIIGlobalRoundPhase a r = .base ↔ r ≤ 4) ∧ (classIIGlobalRoundPhase a r = .stable ↔ 5 ≤ r ∧ r ≤ a - 2) ∧ (classIIGlobalRoundPhase a r = .penultimate ↔ r = a - 1) ∧ (classIIGlobalRoundPhase a r = .terminal ↔ r = a) ∧ (classIIGlobalRoundPhase a r = .repeated ↔ r = a + 1) := by
class_ii_global_round_phase_unique	theorem	lean/class_ii_global_round_partition.lean	65	affine-catalogue	lean-declaration	round	theorem class_ii_global_round_phase_unique (a r : Int) (left right : ClassIIGlobalRoundPhase) (hleft : classIIGlobalRoundPhase a r = left) (hright : classIIGlobalRoundPhase a r = right) : left = right := by
class_ii_global_round_stitch	theorem	lean/class_ii_global_round_partition.lean	79	affine-catalogue	lean-declaration	round,terminal	theorem class_ii_global_round_stitch (a : Int) (P : Int → Prop) (ha : 7 ≤ a) (hbase : ∀ r, 1 ≤ r → r ≤ 4 → P r) (hstable : ∀ r, 5 ≤ r → r ≤ a - 2 → P r) (hpenultimate : P (a - 1)) (hterminal : P a) (hrepeated : P (a + 1)) : ∀ r, 1 ≤ r → r ≤ a + 1 → P r := by
neighbor2TerminalSextet_card	theorem	lean/class_ii_neighbor2_extensions.lean	37	affine-catalogue	lean-declaration	neighbor,terminal	theorem neighbor2TerminalSextet_card (a : ℤ) : (neighbor2TerminalSextet a).card = 6 := by
neighbor2PenultimatePair_card	theorem	lean/class_ii_neighbor2_extensions.lean	47	affine-catalogue	lean-declaration	neighbor	theorem neighbor2PenultimatePair_card (a : ℤ) : (neighbor2PenultimatePair a).card = 2 := by
neighbor2InteriorTip_injective	theorem	lean/class_ii_neighbor2_extensions.lean	54	affine-catalogue	lean-declaration	neighbor	theorem neighbor2InteriorTip_injective : Function.Injective neighbor2InteriorTip := by
neighbor2InteriorTips_infinite	theorem	lean/class_ii_neighbor2_extensions.lean	60	affine-catalogue	lean-declaration	neighbor	theorem neighbor2InteriorTips_infinite : Set.Infinite (Set.range neighbor2InteriorTip) :=
neighbor2InteriorTip_propagates	theorem	lean/class_ii_neighbor2_extensions.lean	67	affine-catalogue	lean-declaration	neighbor	theorem neighbor2InteriorTip_propagates (r : ℤ) : (2, -(r-1)-1, (r-1)+1, -1, 0) = neighbor2InteriorTip r := by
neighbor2InteriorTip_in_open_strip	theorem	lean/class_ii_neighbor2_extensions.lean	75	spectral+affine-catalogue+window	lean-declaration	gap,neighbor,strip	theorem neighbor2InteriorTip_in_open_strip (r b c : ℝ) (hr : 0 ≤ r) (hcb : c < b) (hgap : r * (b - c) + 1 < c) : -b < -r*b + r*c - 1 ∧ -r*b + r*c - 1 < b := by
neighbor2FixedNode_in_open_strip	theorem	lean/class_ii_neighbor2_extensions.lean	132	spectral+affine-catalogue+window	lean-declaration	gap,neighbor,strip	theorem neighbor2FixedNode_in_open_strip (kind : Neighbor2FixedKind) (b c : ℝ) (hc : 3 < c) (hgapLower : 1 / 2 < b - c) (hgapUpper : b - c < 1) : NeighborInOpenSignedStrip (neighbor2FixedNode kind) b c := by
class_ii_neighbor2_perron_gap_bounds	theorem	lean/class_ii_neighbor2_extensions.lean	147	spectral+affine-catalogue+number-theory	lean-declaration	cubic,gap,neighbor,perron	theorem class_ii_neighbor2_perron_gap_bounds (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (_hbeta_a : a < beta) (hbeta_2a : beta < 2 * a) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : 3 < a + 1 / beta ∧ 1 / 2 < beta - (a + 1 / beta) ∧ beta - (a + 1 / beta) < 1 := by
class_ii_neighbor2_perron_lt_two_a	theorem	lean/class_ii_neighbor2_extensions.lean	187	spectral+affine-catalogue+number-theory	lean-declaration	cubic,neighbor,perron	theorem class_ii_neighbor2_perron_lt_two_a (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : beta < 2 * a := by
class_ii_neighbor2_perron_lt_three_halves_a	theorem	lean/class_ii_neighbor2_extensions.lean	218	spectral+affine-catalogue+number-theory	lean-declaration	cubic,neighbor,perron	theorem class_ii_neighbor2_perron_lt_three_halves_a (a beta : ℝ) (ha : 7 ≤ a) (hbeta : 0 < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : beta < (3 / 2 : ℝ) * a := by
class_ii_neighbor2_perron_gap_gt_two_thirds	theorem	lean/class_ii_neighbor2_extensions.lean	249	spectral+affine-catalogue+number-theory	lean-declaration	cubic,gap,neighbor,perron	theorem class_ii_neighbor2_perron_gap_gt_two_thirds (a beta : ℝ) (ha : 7 ≤ a) (hbeta : 0 < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : 2 / 3 < beta - (a + 1 / beta) := by
neighbor2FixedNode_perron_valid	theorem	lean/class_ii_neighbor2_extensions.lean	271	spectral+affine-catalogue+window	lean-declaration	cubic,neighbor,perron,strip,valid	theorem neighbor2FixedNode_perron_valid (kind : Neighbor2FixedKind) (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hbeta_2a : beta < 2 * a) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : NeighborInOpenSignedStrip (neighbor2FixedNode kind) beta (a + 1 / beta) := by
neighbor2FixedNode_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	285	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem neighbor2FixedNode_cubic_valid (kind : Neighbor2FixedKind) (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : NeighborInOpenSignedStrip (neighbor2FixedNode kind) beta (a + 1 / beta) := by
neighbor2TerminalKind_card	theorem	lean/class_ii_neighbor2_extensions.lean	303	affine-catalogue	lean-declaration	neighbor,terminal	theorem neighbor2TerminalKind_card : Fintype.card Neighbor2TerminalKind = 6 := by
neighbor2FixedKind_card	theorem	lean/class_ii_neighbor2_extensions.lean	308	affine-catalogue	lean-declaration	neighbor	theorem neighbor2FixedKind_card : Fintype.card Neighbor2FixedKind = 24 := by
neighbor2TerminalNode_in_open_strip	theorem	lean/class_ii_neighbor2_extensions.lean	327	spectral+affine-catalogue+window	lean-declaration	gap,neighbor,strip,terminal	theorem neighbor2TerminalNode_in_open_strip (kind : Neighbor2TerminalKind) (a : ℤ) (b c : ℝ) (ha : 3 ≤ a) (hgapPos : 0 < b - c) (hgapUpper : b - c < 1) (hlower : c - 3 < ((a : ℝ) - 2) * (b - c)) (hupper : ((a : ℝ) - 2) * (b - c) + 2 < c) : NeighborInOpenSignedStrip (neighbor2TerminalNode kind a) b c := by
neighbor2PenultimateExtra_in_open_strip	theorem	lean/class_ii_neighbor2_extensions.lean	349	spectral+affine-catalogue+window	lean-declaration	gap,neighbor,strip	theorem neighbor2PenultimateExtra_in_open_strip (a : ℤ) (b c : ℝ) (ha : 3 ≤ a) (hgapPos : 0 < b - c) (hupper : ((a : ℝ) - 2) * (b - c) + 2 < c) : NeighborInOpenSignedStrip (2, -(a - 2), a - 2, -2, 0) b c := by
class_ii_neighbor2_terminal_margins	theorem	lean/class_ii_neighbor2_extensions.lean	367	affine-catalogue+window+number-theory	lean-declaration	cubic,margin,neighbor,terminal	theorem class_ii_neighbor2_terminal_margins (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : (a + 1 / beta) - 3 < (a - 2) * (beta - (a + 1 / beta)) ∧ (a - 2) * (beta - (a + 1 / beta)) + 2 < a + 1 / beta := by
class_ii_neighbor2_terminal_refined_margins	theorem	lean/class_ii_neighbor2_extensions.lean	461	affine-catalogue+window+number-theory	lean-declaration	cubic,margin,neighbor,terminal	theorem class_ii_neighbor2_terminal_refined_margins (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : a + 1 / beta < (beta - (a + 1 / beta)) + (a - 2) * (beta - (a + 1 / beta)) + 2 ∧ (a - 2) * (beta - (a + 1 / beta)) + 3 < a + 1 / beta + (beta - (a + 1 / beta)) := by
class_ii_neighbor2_fixed_refined_margins	theorem	lean/class_ii_neighbor2_extensions.lean	550	affine-catalogue+window+number-theory	lean-declaration	cubic,margin,neighbor	theorem class_ii_neighbor2_fixed_refined_margins (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : (a + 1) * (beta - (a + 1 / beta)) < a + 1 / beta ∧ a + 1 / beta < (a - 2) * (beta - (a + 1 / beta)) + 2 * (beta - (a + 1 / beta)) + 1 ∧ (a - 2) * (beta - (a + 1 / beta)) + 2 * (beta - (a + 1 / beta)) < a + 1 / beta + 1 := by
neighbor2TerminalNode_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	676	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,terminal,valid	theorem neighbor2TerminalNode_cubic_valid (kind : Neighbor2TerminalKind) (a : ℤ) (beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : (a : ℝ) < beta) (hcubic : beta^3 = (a : ℝ) * beta^2 + ((a : ℝ) + 1) * beta + 1) : NeighborInOpenSignedStrip (neighbor2TerminalNode kind a) beta ((a : ℝ) + 1 / beta) := by
neighbor2PenultimateExtra_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	702	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem neighbor2PenultimateExtra_cubic_valid (a : ℤ) (beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : (a : ℝ) < beta) (hcubic : beta^3 = (a : ℝ) * beta^2 + ((a : ℝ) + 1) * beta + 1) : NeighborInOpenSignedStrip (2, -(a - 2), a - 2, -2, 0) beta ((a : ℝ) + 1 / beta) := by
neighbor2PenultimateTip_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	726	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem neighbor2PenultimateTip_cubic_valid (a : ℤ) (beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : (a : ℝ) < beta) (hcubic : beta^3 = (a : ℝ) * beta^2 + ((a : ℝ) + 1) * beta + 1) : NeighborInOpenSignedStrip (2, -(a - 1), a - 1, -1, 0) beta ((a : ℝ) + 1 / beta) := by
neighbor2InteriorTip_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	757	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem neighbor2InteriorTip_cubic_valid (a r : ℤ) (beta : ℝ) (ha : 3 ≤ a) (hr : 0 ≤ r) (hra : r ≤ a - 1) (hbeta : 0 < beta) (hbeta_a : (a : ℝ) < beta) (hcubic : beta^3 = (a : ℝ) * beta^2 + ((a : ℝ) + 1) * beta + 1) : NeighborInOpenSignedStrip (2, -r, r, -1, 0) beta ((a : ℝ) + 1 / beta) := by
neighbor2SecondExtra_cubic_valid	theorem	lean/class_ii_neighbor2_extensions.lean	802	affine-catalogue+window+number-theory	lean-declaration	cubic,neighbor,strip,valid	theorem neighbor2SecondExtra_cubic_valid (a beta : ℝ) (ha : 3 ≤ a) (hbeta : 0 < beta) (hbeta_a : a < beta) (hcubic : beta^3 = a * beta^2 + (a + 1) * beta + 1) : NeighborInOpenSignedStrip (0, 0, 1, -1, 0) beta (a + 1 / beta) := by
centerInterfaceSupportKind_card	theorem	lean/class_ii_neighbor2_extensions.lean	825	affine-catalogue	lean-declaration	neighbor	theorem centerInterfaceSupportKind_card : Fintype.card CenterInterfaceSupportKind = 24 := by
centerInterfaceSupportNode_in_open_strip	theorem	lean/class_ii_neighbor2_extensions.lean	859	spectral+affine-catalogue+window	lean-declaration	gap,neighbor,strip	theorem centerInterfaceSupportNode_in_open_strip (kind : CenterInterfaceSupportKind) (b c : ℝ) (hc : 3 < c) (hgapLower : 1 / 2 < b - c) (hgapUpper : b - c < 1) : NeighborInOpenSignedStrip (centerInterfaceSupportNode kind) b c := by
